,genre_ids,id,name,overview,popularity,first_air_date,vote_average,vote_count,language
6,"[18, 35]",100333,Summertime,"A modern love story set during the summer on Italy’s Adriatic Coast. An undeniable attraction brings together Ale and Summer, who come from very different worlds. For both, these holidays will be an unforgettable journey that will take them far from who they were before they met.",27.189,2020-04-29,7.0,375,es
7,[80],84052,Perfume,"When a singer is found murdered, with her scent glands excised from her body, detectives probe a group of friends who attended boarding school with her.",22.683,2018-11-14,7.0,262,en
8,"[10759, 16]",20992,Sonic Underground,"Sonic, Sonia, and Manic are the children of Queen Aleena Hedgehog, the rightful ruler of Mobius, and are pursued relentlessly by Doctor Robotnik and his bumbling bounty hunters sidekicks, Sleet and Dingo. As infants, the siblings were separated and placed in hiding to fulfill a prophecy made by the Oracle of Delphius that the triplets would grow up to find their estranged mother, overthrow Robotnik, and take their places once more as Mobius' rightful rulers.",41.692,1999-08-30,7.0,112,en
9,"[10765, 18]",9156,Frank Herbert's Children of Dune,"Frank Herbert's Children of Dune is a three-part miniseries written by John Harrison and directed by Greg Yaitanes, based on Frank Herbert's novels Dune Messiah and Children of Dune. First broadcast in the United States on March 16, 2003, Children of Dune is the sequel to the 2000 miniseries Frank Herbert's Dune and produced by the Sci Fi Channel. As of 2004, this miniseries and its predecessor were two of the three highest-rated programs ever to be broadcast on the Sci-Fi Channel.",20.736,2003-03-16,7.0,148,en
10,"[18, 10766]",62066,Ask God For Forgiveness... Not Me,"The story of Renata Flores del Angel, a young woman from a wealthy family who falls for Pablo Ramos, the foreman of her father's estate.",13.749,2015-01-19,7.0,127,en
11,"[10759, 10765, 16]",96658,Masters of the Universe: Revelation,The war for Eternia begins again in what may be the final battle between He-Man and Skeletor. A new animated series from writer-director Kevin Smith.,47.527,2021-07-23,7.0,238,en
12,[99],96557,Pandemic: How to Prevent an Outbreak,"In this docuseries, meet the heroes on the front lines of the battle against influenza and learn about their efforts to stop the next global outbreak.",9.44,2020-01-22,7.0,604,en
13,"[18, 35, 80]",82094,Whiskey Cavalier,"Following an emotional breakup, tough but tender FBI super-agent Will Chase (codename: “Whiskey Cavalier”) is assigned to work with badass CIA operative Frankie Trowbridge (codename: “Fiery Tribune”). Together, they lead an inter-agency team of flawed, funny and heroic spies who periodically save the world (and each other) while navigating the rocky roads of friendship, romance and office politics.",15.26,2019-02-27,7.0,110,en
14,"[18, 10766]",92433,The Usurper,A humble young woman allows herself be manipulated by her twin sister to replace her so she can leave with another man.,7.823,2019-09-02,6.9,309,es
15,[10764],2370,Hell's Kitchen,Aspiring restaurateurs brave Ramsay and his fiery command of the kitchen as he puts the competitors through an intense culinary academy to prove they possess the right combination of ingredients to win a life-changing grand prize.,28.182,2005-05-30,6.9,189,en
16,"[18, 9648, 10766]",93394,Cuna de lobos,"After causing the death of her millionaire husband Carlos, Catalina Creel, whose great beauty is only surpassed by her cruelty, will go to any lengths to secure her fortune and bloodline.",54.376,2019-10-07,6.9,186,es
17,"[16, 35, 10762]",4035,Inspector Gadget,"Inspector Gadget is a clumsy, dim-witted human cyborg detective with various bionic gadgets built into his body. Gadget stumbles around working the cases while his niece and dog do most of the investigating. Gadget's arch-nemesis is Dr. Claw, the leader of an evil organisation, known as ""M.A.D.""",26.645,1983-09-10,6.9,261,en
18,"[16, 10762]",57532,PAW Patrol,PAW Patrol is a CG action-adventure for old children and preschool series starring a pack of six heroic puppies led by a tech-savvy 10-year-old boy named Ryder.,188.85,2013-08-12,6.9,508,es
19,"[10765, 18, 10759]",5256,The Mists of Avalon,The Mists of Avalon is a 2001 miniseries based on the novel of the same name by Marion Zimmer Bradley. It was produced by American cable channel TNT and directed by Uli Edel.,10.016,2001-07-14,6.9,109,en
0,"[37, 18]",20056,Broken Trail,"Broken Trail is a 2006 Western miniseries directed by Walter Hill and starring Robert Duvall and Thomas Haden Church. Written by Alan Geoffrion, who also wrote the novel, the story is about an aging cowboy and his nephew who transport 500 horses from Oregon to Wyoming to sell them to the British Army. Along the way, their simple horse drive is complicated when they rescue five Chinese girls from a slave trader, saving them from a life of prostitution and indentured servitude. Compelled to do the right thing, they take the girls with them as they continue their perilous trek across the frontier, followed by a vicious gang of killers sent by the whorehouse madam who originally paid for the girls.

Broken Trail weaves together two historical events: the British buying horses in the American West in the late 19th century and Chinese women being transported from the West Coast to the interior to serve as prostitutes. Filmed on location in Calgary, Alberta, the miniseries originally aired on American Movie Classics as its first original film. Broken Trail received 4 Emmy Awards for Outstanding Miniseries, Outstanding Casting for a Miniseries, Movie, or a Special, Outstanding Lead Actor in a Miniseries or Movie, and Outstanding Supporting Actor in a Miniseries or a Movie.",11.358,2006-06-25,6.9,138,en
1,"[16, 10759, 10762, 10751]",95594,Fast & Furious Spy Racers,A government agency recruits teen driver Tony Toretto and his thrill-seeking friends to infiltrate a criminal street racing circuit as undercover spies.,70.865,2019-12-26,6.9,2054,en
2,"[9648, 80, 18]",80213,The Purge,"Set in a dystopian America ruled by a totalitarian political party, the series follows several seemingly unrelated characters living in a small city. Tying them all together is a mysterious savior who’s impeccably equipped for everything the night throws at them. As the clock winds down with their fates hanging in the balance, each character is forced to reckon with their pasts as they discover how far they will go to survive the night.",64.353,2018-09-04,6.9,3091,en
3,"[10751, 16, 35]",10126,Taz-Mania,"Taz-Mania is an American cartoon sitcom produced by Warner Bros. Animation from 1991 to 1995, broadcast in the United States on Fox and in Canada on Baton Broadcast System. The show follows the adventures of the classic Looney Tunes character, Taz in the fictional land of Tazmania.

Similar to other Warner Brothers cartoons of its time, such as Animaniacs and Tiny Toon Adventures, Taz-Mania frequently broke the fourth wall, and often made jokes showing that Taz could actually speak perfectly normal when he wanted to. The intro indicates that, in this rendering of Tasmania, ""the sky's always yellow, rain or shine"". The title song is performed by Jess Harnell and Jim Cummings.",32.157,1991-09-07,6.9,146,es
4,[99],92394,Por siempre Joan Sebastián,Biographical miniseries about the late Mexican singer Joan Sebastian.,6.344,,6.9,101,en
5,"[80, 18]",67743,Cardinal,"Detective John Cardinal attempts to uncover the mystery of what happened to the missing 13-year-old girl whose body is discovered in the shaft-head of an abandoned mine. At the same time, he comes under investigation by his new partner, Lise Delorme, a tough investigator in her own right.",25.149,2017-01-25,6.9,101,en
6,"[18, 10765]",42531,Powers,"Two homicide detectives, Christian Walker and Deena Pilgrim, are assigned to investigate cases involving people with superhuman abilities, referred to as “Powers.” Set amidst today’s paparazzi culture, Powers asks the questions, what if the world was full of superheroes who aren't actually heroic at all? What if all that power was just one more excuse for mischief, mayhem, murder, and endorsement deals?",25.001,2015-03-10,6.9,137,en
7,"[16, 10759, 10765, 10751, 10768]",77184,Halo: The Fall of Reach,"Kidnapped as children and conscripted into a brutal military training and augmentation program, the Spartans were designed to be the ultimate weapon against chaos and insurgency—but when a dangerous alien alliance known as the Covenant declares war on humanity, the Spartans might be our only hope.",225.64,2015-10-27,6.9,321,en
8,[99],106514,Tiny Creatures,Little animals embark on big adventures across the U.S. in a dramatic nature series that explores their hidden worlds and epic survival stories.,6.138,2020-08-07,6.9,123,en
9,"[10765, 10759]",237,Mortal Kombat: Conquest,"Kung Lao has triumphed in the Mortal Kombat tournament, defeating Shang Tsung and saving Earth Realm. Now, he must train a new generation of warriors for the next tournament. Meanwhile, an exiled Shang Tsung attempts to thwart Lao's efforts with the aid of supernatural warriors such as Scorpion and Sub-Zero.",22.881,1998-10-03,6.9,254,en
10,"[18, 10765]",877,Caprica,"Set 58 years before Battlestar Galactica, Caprica follows two rival families - the Graystones and the Adamas - as they grow, compete, and thrive in the vibrant world of the peaceful 12 Colonies, living in a society close to our own. Entangled in the burgeoning technology of artificial intelligence and robotics that will eventually lead to the creation of the Cylons, the two houses go toe-to-toe, blending action with corporate conspiracy and sexual politics.",17.973,2010-01-22,6.9,268,en
11,"[10765, 10759, 80]",84469,Cowboy Bebop,"Long on style and perpetually short on cash, bounty hunters Spike, Jet and Faye trawl the solar system looking for jobs. But can they outrun Spike's past?",17.931,2021-11-19,6.9,194,en
12,"[18, 80]",72792,Safe,"After his daughter goes missing, a widower begins uncovering the dark secrets of the people closest to him.",14.517,2018-05-10,6.9,123,en
13,"[18, 35]",62117,Younger,"Liza Miller, a suddenly single stay-at-home mother, tries to get back into the working world, only to find it’s nearly impossible to start at the bottom at 40-year old. When a chance encounter convinces her she looks younger than she is, Liza tries to pass herself off as 26 and lands a job as an assistant at Empirical Press. Now she just has to make sure no one finds out the secret only she and her best friend Maggie share.",28.521,2015-03-31,6.9,168,en
14,"[10759, 99]",4709,Man vs. Wild,Bear strands himself in popular wilderness destinations where tourists often find themselves lost or in danger.,15.283,2006-10-27,6.9,116,en
15,"[18, 9648]",94413,The Mess You Leave Behind,A teacher starts her job at a high school but is haunted by a suspicious death that occurred there weeks before and begins fearing for her own life.,50.72,2020-12-11,6.9,189,en
16,[35],63161,Crazy Ex-Girlfriend,"Rebecca Bunch is a successful, driven, and possibly crazy young woman who impulsively gives up everything - her partnership at a prestigious law firm and her upscale apartment in Manhattan - in a desperate attempt to find love and happiness in that exotic hotbed of romance and adventure: suburban West Covina, California.",24.175,2015-10-12,6.9,113,en
17,"[18, 80, 9648]",12117,Human Trafficking,"The story of an American Immigration and Customs Enforcement agent going undercover to stop an organization from trafficking people, and the struggles of three trafficked women.",13.002,2005-10-24,6.9,162,es
18,"[18, 10759]",57736,The Musketeers,"Set in 17th century Paris, musketeers Athos, Porthos, Aramis and D'Artagnan are members of an elite band of soldiers who fight for what is just. They are heroes in the truest and most abiding sense – men that can be trusted and believed in to do the right thing, regardless of personal risk.",14.899,2014-01-19,6.9,123,es
19,"[10766, 18]",12976,Quinceañera,"Quinceañera, is a Mexican telenovela, produced by and broadcast on Televisa in 1987, starring Adela Noriega and Thalía. Quinceañera was the first telenovela to talk about substance abuse, date rape and gangs, and is considered to be the first telenovela made for teenagers.

Quinceañera was named by the Associated Press as one of the ten most influential telenovelas ever to air in Latin America, and Univision tlnovelas viewers named it one of their all-time favorite Mexican telenovelas. In 2010, Quinceañera was placed #7 on the People en Español's ""20 Best Telenovelas"" list, and in 2012, Terra named it as one of the fifty best telenovelas of all-time.",8.511,1987-10-05,6.9,108,en
0,"[18, 10766]",12782,Marimar,"Story of love between Marimar and Sergio. Sergio is from a wealthy family, and Marimar lives with her poor grandparents in a hut in front of the ocean.",26.271,1994-01-31,6.9,668,es
1,"[9648, 18]",7354,Harper's Island,"A group of family and friends travels to a secluded island for a destination wedding. They've come to laugh... to love... and, though they don't know it... to die. As the wedding festivities begin, friendships are tested and secrets exposed as a murderer claims victims, one by one, transforming the wedding week of fun and celebration into a terrifying struggle for survival.",8.937,2009-04-09,6.9,165,en
2,"[10765, 18]",89233,Away,"American astronaut Emma Green must leave her husband and teenage daughter behind to command an international space crew embarking upon a treacherous mission. A series about hope, humanity and how we need one another if we are to achieve impossible things.",29.689,2020-09-04,6.9,226,en
3,[99],103465,Into the Unknown: Making Frozen II,"The team behind Frozen II open their doors to cameras for a six-part documentary series to reveal the hard work, heart, and collaboration it takes to create one of the most highly-anticipated films in Walt Disney Animation Studios’ near-century of moviemaking. Cameras were there to capture an eye-opening - and at times jaw-dropping - view of the challenges and the breakthroughs, the artistry, creativity and the complexity of creating the #1 animated feature of all time.",21.363,2020-06-26,6.9,179,en
4,"[18, 10759]",66606,Roots,"An adaptation of Alex Haley's ""Roots"", chronicling the history of an African slave, Kunta Kinte sold to America and his descendants.",14.363,2016-05-30,6.9,134,en
5,"[16, 35, 10751, 10762]",123591,The Smurfs,"Blue and small, standing only three apples high, the Smurfs might be hard to tell apart at first. However, each Smurf is a distinct individual with his or her own personality, their names say it all!",57.83,2021-04-18,6.9,116,en
6,"[35, 10751]",2898,Small Wonder,"When genius cybernetics engineer Ted Lawson brings home his top-secret invention, a Voice Input Child Identicant or V.I.C.I., life becomes anything but mechanical for the Lawson Family. With his boss and his nosy family living next door, Ted, his wife Joan and their son Jamie must pass Vicki off as a real child. It is easy for Joan, who cannot help doting on her like a daughter, but harder for precocious Jamie, who uses Vicki to do his homework and to ward off Harriet, the annoying redheaded girl next door.",13.942,1985-09-07,6.9,121,fr
7,"[10765, 10759, 18]",2275,The Bionic Woman,"After fully recovering from her near fatal bout of bionic rejection, Jaime Sommers, the first female cyborg, is assigned to spy missions of her own.",15.974,1976-01-14,6.9,178,en
8,"[35, 10763]",1667,Saturday Night Live,"A late-night live television sketch comedy and variety show created by Lorne Michaels. The show's comedy sketches, which parody contemporary culture and politics, are performed by a large and varying cast of repertory and newer cast members. Each episode is hosted by a celebrity guest, who usually delivers an opening monologue and performs in sketches with the cast, and features performances by a musical guest.",93.078,1975-10-11,6.9,299,en
9,[10764],3670,Cops,"Follow real-life law enforcement officers from various regions and departments of the United States armed with nothing but with cameras to capture their actions, performing their daily duty to serve and protect the public.",27.39,1989-03-11,6.9,135,en
10,"[18, 10765]",5028,Storm of the Century,When a blizzard hits an isolated island town it brings with it a mysterious stranger intent on terrorizing the people for a sinister purpose.,13.356,1999-02-14,6.9,202,en
11,[10765],119105,Feria: The Darkest Light,Two sisters must face a new reality — and supernatural elements — when it's revealed their parents participated in a cult ritual ending in death.,14.566,2022-01-28,6.9,133,es
12,"[9648, 10765, 18]",80707,GHOUL,A newly minted military interrogator arrives at a covert detention center to discover that some of the terrorists held there are not of this world.,25.718,2018-08-24,6.9,134,hi
13,[18],99807,La Révolution,"1787, France. While investigating a series of mysterious murders, Joseph Guillotin - the future inventor of the world famous ‘Guillotine’ - uncovers an unknown virus: the Blue Blood. The disease quickly spreads amongst the French aristocracy, driving them to murder ordinary people and soon leads to a rebellion.",9.702,2020-10-16,6.9,163,fr
14,"[18, 9648, 10765]",129418,Brand New Cherry Flavor,"A filmmaker heads to Hollywood in the early ’90s to make her movie but tumbles down a hallucinatory rabbit hole of sex, magic, revenge — and kittens.",192.637,2021-08-13,6.9,128,en
15,"[80, 18, 9648, 10765]",61335,Fortitude,"Fortitude is a place like nowhere else. Although surrounded by the savage beauty of the Arctic landscape, Fortitude is one of the safest towns on earth. There has never been a violent crime here. Until now. In such a close-knit community a murder touches everyone and the unsettling, mysterious horror of this crime threatens the future of the town itself.",18.875,2015-01-29,6.9,191,en
16,[10765],60858,Heroes Reborn,"The supernatural phenomenon begins again with a fresh crop of inspiring heroes who take on the ultimate struggle between those with extraordinary abilities and those with nefarious motives to hunt and harness their powers. Epic adventures await these newly empowered allies as they cross paths with some of the original characters, unlocking the mysterious fate of the universe and their place within it.",23.203,2015-09-24,6.9,394,es
17,"[16, 10751, 10762]",46080,Masha and the Bear,"Masha is an energetic three-year-old who can’t seem to keep herself out of trouble. Bear is a warm, fatherly figure that does his best to guide his friend and keep her from harm, often ending up the unintended victim of her misadventures.",47.505,2009-01-07,6.9,342,en
18,"[10765, 10759]",56295,Halo 4: Forward Unto Dawn,"A coming-of-age story, Forward Unto Dawn follows a cadet, Thomas Lasky, at a twenty-sixth century military training academy as it is attacked by the Covenant, an alliance of alien zealots. Lasky is unsure of his future within the military but feels pressured to follow in the footsteps of his mother and brother. Lasky and his surviving squad mates are rescued by the Master Chief and, after the death of his romantic interest, Chyler Silva, Lasky is inspired by the Chief to take initiative and aids him in saving the remaining cadets.",371.996,2012-10-05,6.9,554,en
19,"[18, 10759]",31631,Covert Affairs,"A young CIA operative, Annie Walker, is mysteriously summoned to headquarters for duty as a field operative. While Annie believes she's been promoted for her exceptional linguistic skills, there may be something or someone from her past that her CIA bosses are really after. Auggie Anderson is a CIA military intelligence agent who was blinded while on assignment and is Annie's guide in this world of bureaucracy, excitement and intrigue.",19.15,2010-07-13,6.9,155,en
0,"[10759, 18]",93579,Regreso a la guaca,,5.725,2009-03-10,6.9,100,ru
1,"[10759, 10765]",12584,Tin Man,"The miniseries is a continuation of the classic story The Wonderful Wizard of Oz, with science fiction and additional fantasy elements added. It focuses on the adventures of a small-town waitress named DG who is pulled into a magical realm called the O.Z., ruled by the tyrannical sorceress Azkadellia. Together with her companions Glitch, Raw, and Cain, DG journeys to uncover her lost memories, find her true parents, and foil Azkadellia's plot to trap the O.Z. in eternal darkness.",13.391,2007-12-02,6.9,133,en
2,"[18, 9648]",7143,Fear Itself,A horror/suspense anthology series directed by the biggest horror directors working in feature films.,10.115,2008-06-05,6.9,138,en
3,"[10765, 18]",21494,V,"A re-imagining of the 1980s miniseries about the world's first encounter with an alien race in which the aliens call themselves The Visitors, and have a seemingly friendly agenda that may or may not be a cover for something more malevolent.",27.564,2009-11-03,6.9,520,en
4,"[35, 18]",18779,Royal Pains,"A young E.R. doctor who, after being wrongly blamed for a patient's death, moves to the Hamptons and becomes the reluctant ""doctor for hire"" to the rich and famous. When the attractive administrator of the local hospital asks him to treat the town's less fortunate, he finds himself walking the line between doing well for himself and doing good for others.",27.381,2009-06-04,6.9,109,en
5,"[18, 9648]",19614,It,"In 1960, seven outcast kids known as ""The Losers' Club"" fight an evil demon who poses as a child-killing clown. Thirty years later, they reunite to stop the demon once and for all when it returns to their hometown.",136.969,1990-11-18,6.9,2440,en
6,"[18, 80, 9648]",62823,Scream: The TV Series,"What starts as a YouTube video going viral, soon leads to problems for the teenagers of Lakewood and serves as the catalyst for a murder that opens up a window to the town's troubled past. Everyone has secrets. Everyone tells lies. Everyone is fair game.",69.349,2015-06-30,6.9,892,en
7,"[18, 10768]",61378,Madam Secretary,"After years away from the CIA, Elizabeth McCord is pulled back into the political arena. The newly appointed Secretary of State is tough, fair and smart driving international diplomacy, wrangling office politics and circumventing protocol as she negotiates global and domestic issues, both at the White House and at home.",36.408,2014-09-21,6.9,220,en
8,"[10768, 18]",73550,Gunpowder,"London, 1605. Robert Catesby, a 33-year old Warwickshire gentleman, devises a plot to blow up Parliament and kill the King.",14.203,2017-10-21,6.9,134,en
9,"[10765, 18]",62858,Colony,"In the near future a family must make difficult decisions as they balance staying together with trying to survive. They live in Los Angeles, which has been occupied by a force of outside intruders.  While some people have chosen to collaborate with the authorities and benefit from the new order, others have rebelled — and suffer the consequences.",31.992,2016-01-14,6.9,458,en
10,"[18, 10765]",90972,Station Eleven,A post apocalyptic saga spanning multiple timelines telling the stories of survivors of a devastating flu as they attempt to rebuild and reimagine the world anew while holding on to the best of what's been lost.,20.315,2021-12-16,6.9,111,en
11,"[10759, 10765]",62413,Killjoys,"An action-packed adventure series following a fun-loving, hard living trio of interplanetary bounty hunters (a.k.a. Killjoys) sworn to remain impartial as they chase deadly warrants around the Quad, a system of planets on the brink of revolution.",24.541,2015-06-19,6.9,381,en
12,"[35, 18]",4241,8 Simple Rules... for Dating My Teenage Daughter,"8 Simple Rules is an American sitcom television series originally starring John Ritter and Katey Sagal as middle-class parents Paul and Cate Hennessy, raising their three children. Kaley Cuoco, Amy Davidson and Martin Spanjers co-starred as their teenage kids: Bridget, Kerry and Rory Hennessy. The series ran on ABC from September 17, 2002, to April 15, 2005. The first season focused on Paul being left in charge of the children after Cate takes a full-time job as a nurse, with comedic emphasis on his often strict rules concerning his daughters and dating. The series' name and premise were derived from the book 8 Simple Rules by W. Bruce Cameron. While 8 Simple Rules was renewed for a second season and production had begun, Ritter's sudden death in September 2003 left the series in an uncertain position. After a hiatus, the series returned with killing off his character. James Garner and David Spade later joined the main cast as Cate's father Jim Egan and her nephew C.J. Barnes.",16.316,2002-09-17,6.9,126,en
13,"[10765, 18, 10759]",39362,Alphas,"Five ordinary people with superhuman physical and mental abilities are brought together to form one extraordinary team of Alphas. Operating within the U.S. Department of Defense, the team investigates cases that point to others with Alpha abilities.",20.529,2011-07-11,6.9,226,en
14,"[16, 35]",1433,American Dad!,"The series focuses on an eccentric motley crew that is the Smith family and their three housemates: Father, husband, and breadwinner Stan Smith; his better half housewife, Francine Smith; their college-aged daughter, Hayley Smith; and their high-school-aged son, Steve Smith. Outside of the Smith family, there are three additional main characters, including Hayley's boyfriend turned husband, Jeff Fischer; the family's man-in-a-goldfish-body pet, Klaus; and most notably the family's zany alien, Roger, who is ""full of masquerades, brazenness, and shocking antics.""",184.039,2005-02-06,6.9,1486,en
15,"[18, 35]",61888,The Last Man on Earth,"The year is 2022, and after an unlikely event, only one man is left on earth: Phil Miller, who used to be just an average guy who loved his family and hated his job at the bank. Now, in his RV, Phil searches the country for other survivors.",25.251,2015-03-01,6.9,595,en
16,[10765],51168,Star-Crossed,"When Emery was 6 years old, an alien spacecraft crash-landed in her small town. Whether they came in peace or with more sinister intentions didn't matter: a fierce battle erupted as humans fought for control over their new rivals, an alien species called the Atrians. In the midst of the conflict, Roman, a 6-year-old Atrian boy, found his way to a shed behind Emery's house, where she temporarily protected him from harm, bringing him food, comfort - and friendship. Ten years later, the Atrians have been acclimated to life on Earth, but they are interned in a heavily-guarded camp known as the Sector to keep them separate from humans. Now, for the first time, a group of Atrian teens will enroll in a suburban human high school, with the goal of testing the feasibility of human/alien integration. Emery and Roman find each other again in a school and a society that distrusts everything about the Atrians. While the world around them rages with anger and prejudice, their bond becomes increasingly strong and increasingly dangerous.",12.283,2014-02-17,6.9,102,en
17,"[18, 10766]",30826,La rosa de Guadalupe,Stories about people who get into problems who use the help of Virgin Mary and where a rose appears and their problems are solved.,105.419,2008-02-05,6.9,129,en
18,"[35, 10759, 16, 10762]",45140,Teen Titans Go!,"Robin, Starfire, Raven, Beast Boy and Cyborg return in all-new, comedic adventures. They may be super heroes who save the world every day ... but somebody still has to do the laundry!",96.253,2013-04-23,6.9,440,en
19,"[99, 9648, 10765]",32608,Ancient Aliens,"Did intelligent beings from outer space visit Earth thousands of years ago? From the age of the dinosaurs to ancient Egypt, from early cave drawings to continued mass sightings in the US, each episode gives historic depth to the questions, speculations, provocative controversies, first-hand accounts and grounded theories surrounding this age old debate.",33.877,2010-04-20,6.8,196,en
0,"[18, 9648, 10765]",53425,Wayward Pines,"Imagine the perfect American town... beautiful homes, manicured lawns, children playing safely in the streets. Now imagine never being able to leave. You have no communication with the outside world. You think you're going insane. You must be in Wayward Pines.",27.502,2015-05-14,6.8,582,en
1,"[18, 80]",61239,Aquarius,"In the late 1960s, a Los Angeles police sergeant with a complicated personal life starts tracking a small-time criminal and budding cult leader seeking out vulnerable women to join his “cause.” The name of that man is Charles Manson.",15.973,2015-05-28,6.8,115,es
2,"[9648, 18]",16118,Salem's Lot,"Ben Mears has returned to his hometown to write a book about the supposedly haunted Marsten House. When people around the Marsten House start dying mysteriously, Mears discovers that the owner of the mansion is actually a vampire who is turning them into an army of undead slaves.",20.089,1979-11-17,6.8,332,en
3,"[18, 80, 9648]",90265,White Lines,"Zoe Walker leaves her quiet life behind to investigate her brother's disappearance in Ibiza, where she quickly heads down a decadent and dangerous path.",15.12,2020-05-15,6.8,101,en
4,"[10765, 18]",19566,Frank Herbert's Dune,Frank Herbert's Dune is a three-part miniseries written and directed by John Harrison and based on Frank Herbert's 1965 novel Dune.,16.499,2000-12-03,6.8,225,en
5,"[18, 10765]",63647,Childhood's End,"The peaceful alien invasion of Earth by the mysterious “Overlords,” whose arrival begins decades of apparent utopia under indirect alien rule, at the cost of human identity and culture.",9.555,2015-12-14,6.8,219,en
6,[10764],102085,Too Hot to Handle,"On the shores of paradise, gorgeous singles meet and mingle. But there’s a twist. To win a $100,000 grand prize, they’ll have to give up sex.",25.697,2020-04-17,6.8,317,en
7,"[99, 10768]",63296,D-Day Sacrifice,"It was the biggest air and naval fleet in history to take off for France to free Europe from Nazi Germany’s clutches. As World War II entered its fifth year of combat, and despite set-backs in Russia, the power of Germany remained so strong that the Anglo American Allies had to recruit 2 million men all ready to sacrifice their lives. From the Battle of Normandy to the Liberation of Paris, tens of thousands of lives were lost; D-Day Sacrifice recounts the story of the D-Day Landings on 6 June 1944 through the testimonies of those who lived it. Comprised entirely of re-mastered and colourised archive footage, much of it never before seen, the remarkable testimonies of famous individuals like Dwight D. Eisenhower and Erwin Rommel are intertwined with those of anonymous soldiers and citizens, such as film director Samuel Fuller and Eisenhower’s chauffeur, Kay Summersby.",11.13,2014-06-04,6.8,117,en
8,"[10765, 18]",83870,The Plot Against America,"An alternate American history told through the eyes of a working-class Jewish family in New Jersey, as they watch the political rise of Charles Lindbergh, an aviator-hero and xenophobic populist, who becomes president and turns the nation toward fascism.",12.207,2020-03-16,6.8,108,en
9,"[18, 10765]",63201,Glitch,A police officer and a doctor face an emotionally charged mystery when seven local residents inexplicably return from the dead in peak physical form.,43.186,2015-07-09,6.8,201,pt
10,"[9648, 10765, 18]",62195,The Whispers,"We love to play games with our children. But what happens when someone else starts to play with them too? Someone we don't know. Can't see. Can't hear. In The Whispers, someone or something -- is manipulating the ones we love most to accomplish the unthinkable. An unseen alien force has figured this human weakness out. They have invaded earth and are using our most unlikely resource to achieve world domination – our children.",16.015,2015-06-01,6.8,135,en
11,[10765],104108,Reality Z,"A zombie apocalypse that imprisons participants and producers of a reality show called Olimpo, The House of the Gods. The studio becomes a shelter for those who seek salvation in Rio de Janeiro where chaos and hopelessness begin to rule.",11.737,2020-06-10,6.8,220,en
12,[35],39357,Suburgatory,"Single father George Altman is doing his best to raise his sixteen-year-old daughter Tessa in the big city. When he discovers a box of condoms in her bedroom, though, he decides the time has come to move her to a more wholesome and nurturing environment: the suburbs. But behind the beautiful homes and perfect lawns lurk the Franken-moms, spray tans, nose jobs, and Red Bull-guzzling teens who have nothing in common with Tessa. It’s a whole new world, one that makes George wonder if they haven’t jumped out of the frying pan and into the fire.",15.118,2011-09-28,6.8,144,en
13,"[10765, 18]",93826,October Faction,Monster hunters Fred and Deloris Allen tangle with evil ... and family drama with their teenage twins. From the comics by Steve Niles and Damien Worm.,12.963,2020-01-23,6.8,209,en
14,"[35, 18]",87393,RUN,"Ruby is living a humdrum existence when one day she gets a text inviting her to fulfill a youthful pact, promising true love and self-reinvention, by stepping out of her life to take a journey with her oldest flame.",10.056,2020-04-12,6.8,134,en
15,[35],39331,Don't Trust the B---- in Apartment 23,"After a naive Midwestern girl's big city dreams are dashed her first week in New York, she finds herself living with her worst nightmare in this hilarious, contemporary comedy about a female odd couple who are surrounded by an outrageous cast of characters.",15.031,2012-04-11,6.8,201,en
16,"[10759, 10765]",129897,Day of the Dead,A group of strangers try to survive the first 24 hours of an undead invasion. This ode to George A. Romero’s famous flesh-eaters reminds us that sometimes all it takes to bring people together is a horde of hungry zombies trying to rip them apart.,123.063,2021-10-15,6.8,140,en
17,"[9648, 18]",103445,Ju-On: Origins,A paranormal researcher searches obsessively for a cursed home where something terrible happened to a mother and her child long ago.,33.991,2020-07-03,6.8,138,ja
18,[99],102281,Lenox Hill,From birth to brain surgery: This docuseries provides an intimate look at the lifesaving work of four doctors at Lenox Hill Hospital in NYC.,6.34,2020-06-10,6.8,105,en
19,"[18, 10765]",62142,The Returned,"A small town that is turned upside down when several local people, who have long been presumed dead, suddenly reappear; their presence creates both positive and negative consequences. As families are reunited, the lives of those who were left behind are challenged both physically and emotionally.",13.514,2015-03-09,6.8,107,en
0,"[10759, 18]",64555,Frontier,"The chaotic and violent struggle to control wealth and power in the North American fur trade in late 18th century Canada. Told from multiple perspectives, Frontier takes place in a world where business negotiations might be resolved with close-quarter hatchet fights, and where delicate relations between native tribes and Europeans can spark bloody conflicts.",33.327,2016-11-06,6.8,203,en
1,[35],60705,Faking It,"A romantic comedy about two best friends who love each other -- in slightly different ways. After numerous failed attempts to become popular, the girls are mistakenly outed as lesbians, which launches them to instant celebrity status. Seduced by their newfound fame, Karma and Amy decide to keep up their romantic ruse.",46.651,2014-04-22,6.8,115,en
2,[35],2140,Everybody Loves Raymond,"Ray Barone is a successful sportswriter living on Long Island with his wife Debra, daughter Ally, and twin sons, Geoffrey and Michael. That's the good news. The bad news? Ray's meddling parents, Frank and Marie, live directly across the street and embrace the motto ""Su casa es mi casa,"" infiltrating their son's home to an extent unparalleled in television history.",33.128,1996-09-13,6.8,397,en
